,id,submitDate,flag,Xnum_1,Xnum_2,Xnum_3,Xnum_4,Xnum_5,Xcat_1
14285,14286,2025-01-01 00:00:00+00:00,0.0,310.1694928596369,1.0,1.0,-99.0,,yes
14286,14287,2025-01-01 00:00:00+00:00,0.0,265.88582470732007,3.0,1.0,-99.0,0.0,yes
14287,14288,2025-02-01 00:00:00+00:00,0.0,249.7425032958459,1.0,1.0,0.0,0.0,yes
14288,14289,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,3.0,yes
14289,14290,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,-999.0,yes
14290,14291,2025-01-01 00:00:00+00:00,0.0,299.6411220912247,1.0,1.0,0.0,1.0,yes
14291,14292,2025-01-01 00:00:00+00:00,0.0,321.6181160763449,1.0,1.0,-99.0,0.0,yes
14292,14293,2025-01-01 00:00:00+00:00,0.0,296.65403319782394,2.0,1.0,-99.0,0.0,yes
14293,14294,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,-999.0,yes
14294,14295,2025-01-01 00:00:00+00:00,0.0,301.47286336577616,1.0,1.0,0.0,,yes
14295,14296,2025-02-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,-99.0,,yes
14296,14297,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,2.0,no
14297,14298,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,checking
14298,14299,2025-01-01 00:00:00+00:00,1.0,292.7537932217983,1.0,1.0,-99.0,,yes
14299,14300,2025-02-01 00:00:00+00:00,0.0,347.2877972671203,1.0,1.0,0.0,,yes
14300,14301,2025-02-01 00:00:00+00:00,0.0,330.27701956267845,1.0,1.0,0.0,0.0,yes
14301,14302,2025-01-01 00:00:00+00:00,0.0,284.58290587964007,0.0,1.0,0.0,1.0,yes
14302,14303,2025-02-01 00:00:00+00:00,0.0,300.73810778695565,2.0,1.0,0.0,2.0,yes
14303,14304,2025-02-01 00:00:00+00:00,0.0,313.39262812885823,1.0,1.0,0.0,,yes
14304,14305,2025-01-01 00:00:00+00:00,0.0,275.5885718688718,1.0,1.0,0.0,,yes
14305,14306,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14306,14307,2025-01-01 00:00:00+00:00,0.0,284.74759819135346,1.0,1.0,-99.0,,yes
14307,14308,2025-01-01 00:00:00+00:00,0.0,338.9308036621686,2.0,1.0,0.0,1.0,yes
14308,14309,2025-01-01 00:00:00+00:00,0.0,302.6398666257221,1.0,1.0,-99.0,,yes
14309,14310,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,-999.0,yes
14310,14311,2025-01-01 00:00:00+00:00,0.0,344.89728562986664,1.0,1.0,0.0,,yes
14311,14312,2025-01-01 00:00:00+00:00,0.0,291.92154652879253,1.0,1.0,-99.0,,yes
14312,14313,2025-02-01 00:00:00+00:00,1.0,293.4061116861883,2.0,1.0,-99.0,2.0,yes
14313,14314,2025-02-01 00:00:00+00:00,0.0,317.5636105391559,1.0,1.0,0.0,-999.0,yes
14314,14315,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,-99.0,2.0,yes
14315,14316,2025-01-01 00:00:00+00:00,0.0,366.6076196410953,1.0,1.0,0.0,1.0,yes
14316,14317,2025-02-01 00:00:00+00:00,0.0,277.9473638165644,1.0,1.0,0.0,-999.0,yes
14317,14318,2025-01-01 00:00:00+00:00,0.0,277.8480473629766,1.0,1.0,0.0,-999.0,yes
14318,14319,2025-01-01 00:00:00+00:00,1.0,271.08978178982994,1.0,1.0,0.0,,no
14319,14320,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,0.0,yes
14320,14321,2025-02-01 00:00:00+00:00,0.0,312.0399297667607,1.0,1.0,0.0,1.0,yes
14321,14322,2025-02-01 00:00:00+00:00,0.0,291.5437796567531,1.0,1.0,0.0,,yes
14322,14323,2025-02-01 00:00:00+00:00,0.0,309.5587284902776,1.0,1.0,0.0,,yes
14323,14324,2025-01-01 00:00:00+00:00,0.0,325.8220458650232,1.0,1.0,0.0,0.0,yes
14324,14325,2025-02-01 00:00:00+00:00,0.0,297.3412631048988,2.0,1.0,0.0,-999.0,yes
14325,14326,2025-01-01 00:00:00+00:00,0.0,289.38831791369813,2.0,1.0,0.0,,yes
14326,14327,2025-01-01 00:00:00+00:00,0.0,318.350248904949,1.0,1.0,0.0,-999.0,yes
14327,14328,2025-01-01 00:00:00+00:00,0.0,309.36717734180587,1.0,1.0,-99.0,,yes
14328,14329,2025-02-01 00:00:00+00:00,0.0,280.45061302561817,2.0,1.0,0.0,0.0,yes
14329,14330,2025-01-01 00:00:00+00:00,0.0,302.51784948700123,1.0,1.0,-99.0,-999.0,yes
14330,14331,2025-01-01 00:00:00+00:00,0.0,262.93239943679635,2.0,1.0,0.0,3.0,yes
14331,14332,2025-02-01 00:00:00+00:00,0.0,295.4301143801454,1.0,1.0,-99.0,,yes
14332,14333,2025-02-01 00:00:00+00:00,0.0,238.31789688086823,0.0,1.0,0.0,,yes
14333,14334,2025-01-01 00:00:00+00:00,0.0,283.9034602903247,1.0,1.0,0.0,2.0,yes
14334,14335,2025-02-01 00:00:00+00:00,0.0,320.3862413885266,0.0,1.0,0.0,-999.0,yes
14335,14336,2025-01-01 00:00:00+00:00,0.0,306.50743624477457,1.0,1.0,0.0,-999.0,yes
14336,14337,2025-02-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
14337,14338,2025-01-01 00:00:00+00:00,0.0,310.0217920095306,1.0,1.0,0.0,,yes
14338,14339,2025-01-01 00:00:00+00:00,0.0,263.3701311248341,0.0,1.0,-99.0,-999.0,yes
14339,14340,2025-01-01 00:00:00+00:00,0.0,292.89187625015586,1.0,1.0,-99.0,,yes
14340,14341,2025-02-01 00:00:00+00:00,0.0,315.4652111355375,1.0,1.0,-99.0,,yes
14341,14342,2025-01-01 00:00:00+00:00,0.0,311.0040260488447,1.0,1.0,0.0,0.0,yes
14342,14343,2025-01-01 00:00:00+00:00,0.0,310.2833128611747,1.0,1.0,0.0,-999.0,yes
14343,14344,2025-02-01 00:00:00+00:00,1.0,269.21335082269803,2.0,1.0,0.0,,yes
14344,14345,2025-01-01 00:00:00+00:00,0.0,306.93949075317096,2.0,1.0,-99.0,1.0,yes
14345,14346,2025-01-01 00:00:00+00:00,0.0,277.213667913674,1.0,1.0,0.0,0.0,yes
14346,14347,2025-01-01 00:00:00+00:00,0.0,368.77831563342914,2.0,1.0,0.0,-999.0,yes
14347,14348,2025-01-01 00:00:00+00:00,0.0,280.62619772476967,3.0,1.0,0.0,-999.0,yes
14348,14349,2025-02-01 00:00:00+00:00,0.0,328.53060275566764,3.0,1.0,0.0,-999.0,no
14349,14350,2025-01-01 00:00:00+00:00,0.0,283.4024104405745,2.0,1.0,-99.0,1.0,yes
14350,14351,2025-01-01 00:00:00+00:00,0.0,303.78563684512875,2.0,1.0,0.0,1.0,yes
14351,14352,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,0.0,yes
14352,14353,2025-01-01 00:00:00+00:00,1.0,275.4609233613484,2.0,1.0,-99.0,2.0,yes
14353,14354,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,-999.0,no
14354,14355,2025-01-01 00:00:00+00:00,0.0,276.3078641115247,0.0,1.0,0.0,-999.0,yes
14355,14356,2025-01-01 00:00:00+00:00,0.0,182.4830240081873,13.0,1.0,0.0,-999.0,yes
14356,14357,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,4.0,yes
14357,14358,2025-01-01 00:00:00+00:00,0.0,311.6088659303912,2.0,1.0,0.0,0.0,yes
14358,14359,2025-01-01 00:00:00+00:00,0.0,246.2212289727023,1.0,1.0,-99.0,6.0,yes
14359,14360,2025-02-01 00:00:00+00:00,0.0,334.5666005854939,1.0,1.0,0.0,,yes
14360,14361,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14361,14362,2025-01-01 00:00:00+00:00,0.0,293.81444894775154,1.0,1.0,-99.0,-999.0,yes
14362,14363,2025-02-01 00:00:00+00:00,0.0,277.62524085306643,2.0,1.0,-99.0,,yes
14363,14364,2025-01-01 00:00:00+00:00,0.0,285.15041440750974,1.0,1.0,-99.0,0.0,yes
14364,14365,2025-01-01 00:00:00+00:00,0.0,305.5274700275239,2.0,1.0,0.0,2.0,yes
14365,14366,2025-02-01 00:00:00+00:00,0.0,286.47481481714993,1.0,1.0,0.0,,yes
14366,14367,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,-999.0,yes
14367,14368,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,0.0,yes
14368,14369,2025-01-01 00:00:00+00:00,0.0,256.0245685296803,1.0,1.0,0.0,0.0,yes
14369,14370,2025-01-01 00:00:00+00:00,0.0,304.8276029467959,1.0,1.0,0.0,-999.0,yes
14370,14371,2025-01-01 00:00:00+00:00,1.0,284.16501931518377,2.0,1.0,0.0,0.0,yes
14371,14372,2025-01-01 00:00:00+00:00,0.0,279.85086156716017,2.0,1.0,0.0,0.0,yes
14372,14373,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,-999.0,yes
14373,14374,2025-01-01 00:00:00+00:00,0.0,314.0647490984937,1.0,1.0,-99.0,1.0,yes
14374,14375,2025-01-01 00:00:00+00:00,0.0,303.6428819702298,3.0,1.0,0.0,1.0,yes
14375,14376,2025-02-01 00:00:00+00:00,0.0,283.89847878487944,1.0,1.0,0.0,-999.0,yes
14376,14377,2025-01-01 00:00:00+00:00,0.0,272.1479913689812,1.0,1.0,0.0,-999.0,yes
14377,14378,2025-02-01 00:00:00+00:00,0.0,218.9692225175349,1.0,1.0,0.0,2.0,yes
14378,14379,2025-01-01 00:00:00+00:00,0.0,346.7206949411936,3.0,1.0,0.0,,yes
14379,14380,2025-01-01 00:00:00+00:00,0.0,285.12534211305376,1.0,1.0,-99.0,0.0,yes
14380,14381,2025-01-01 00:00:00+00:00,0.0,268.9466271104146,3.0,1.0,0.0,0.0,yes
14381,14382,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
14382,14383,2025-01-01 00:00:00+00:00,0.0,271.3067489402844,1.0,1.0,-99.0,0.0,yes
14383,14384,2025-02-01 00:00:00+00:00,0.0,316.8875891268275,1.0,1.0,0.0,1.0,yes
14384,14385,2025-01-01 00:00:00+00:00,0.0,297.84176838042936,1.0,1.0,0.0,,yes
14385,14386,2025-02-01 00:00:00+00:00,0.0,249.11552986553997,3.0,1.0,0.0,-999.0,yes
14386,14387,2025-02-01 00:00:00+00:00,0.0,292.1060787945564,1.0,1.0,0.0,,no
14387,14388,2025-01-01 00:00:00+00:00,0.0,294.00384816526827,1.0,1.0,-99.0,-999.0,yes
14388,14389,2025-01-01 00:00:00+00:00,0.0,286.50271825147166,1.0,1.0,0.0,-999.0,yes
14389,14390,2025-02-01 00:00:00+00:00,0.0,297.8860556418168,1.0,1.0,0.0,1.0,yes
14390,14391,2025-01-01 00:00:00+00:00,0.0,281.6784685262836,0.0,1.0,-99.0,-999.0,yes
14391,14392,2025-01-01 00:00:00+00:00,0.0,331.9373840857187,1.0,1.0,-99.0,,yes
14392,14393,2025-02-01 00:00:00+00:00,0.0,290.66946061072167,1.0,1.0,0.0,-999.0,yes
14393,14394,2025-01-01 00:00:00+00:00,0.0,289.3819775857402,1.0,1.0,-99.0,0.0,yes
14394,14395,2025-01-01 00:00:00+00:00,0.0,309.64544417184067,2.0,1.0,0.0,-999.0,no
14395,14396,2025-01-01 00:00:00+00:00,1.0,283.98326707973484,1.0,1.0,-99.0,,yes
14396,14397,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14397,14398,2025-01-01 00:00:00+00:00,0.0,329.4704185677402,2.0,1.0,0.0,-999.0,yes
14398,14399,2025-02-01 00:00:00+00:00,0.0,275.21016981963373,1.0,1.0,0.0,2.0,yes
14399,14400,2025-01-01 00:00:00+00:00,0.0,333.3443513173897,1.0,1.0,0.0,0.0,yes
14400,14401,2025-01-01 00:00:00+00:00,0.0,252.93755200554068,1.0,1.0,0.0,4.0,yes
14401,14402,2025-02-01 00:00:00+00:00,0.0,305.43910558921,1.0,1.0,0.0,-999.0,yes
14402,14403,2025-01-01 00:00:00+00:00,0.0,303.7963599065348,1.0,1.0,0.0,,yes
14403,14404,2025-01-01 00:00:00+00:00,0.0,287.38971620373724,1.0,1.0,0.0,2.0,yes
14404,14405,2025-02-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
14405,14406,2025-02-01 00:00:00+00:00,0.0,289.58209177878774,1.0,1.0,-99.0,0.0,yes
14406,14407,2025-02-01 00:00:00+00:00,0.0,291.83706972083473,1.0,1.0,-99.0,4.0,yes
14407,14408,2025-02-01 00:00:00+00:00,1.0,264.7846595451435,0.0,1.0,0.0,,no
14408,14409,2025-01-01 00:00:00+00:00,0.0,350.52141695909035,1.0,1.0,-99.0,0.0,yes
14409,14410,2025-01-01 00:00:00+00:00,0.0,308.6402211326053,1.0,1.0,0.0,-999.0,yes
14410,14411,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,-99.0,-999.0,yes
14411,14412,2025-01-01 00:00:00+00:00,0.0,266.2476713828464,1.0,1.0,0.0,,yes
14412,14413,2025-01-01 00:00:00+00:00,0.0,287.93241942343315,1.0,1.0,0.0,0.0,yes
14413,14414,2025-01-01 00:00:00+00:00,0.0,290.55081072839187,1.0,1.0,0.0,0.0,yes
14414,14415,2025-02-01 00:00:00+00:00,0.0,324.3463435712994,1.0,1.0,0.0,-999.0,yes
14415,14416,2025-01-01 00:00:00+00:00,0.0,273.049424252948,1.0,1.0,0.0,2.0,yes
14416,14417,2025-02-01 00:00:00+00:00,0.0,250.34843619335,3.0,1.0,0.0,0.0,yes
14417,14418,2025-02-01 00:00:00+00:00,0.0,321.60831357420034,1.0,1.0,0.0,-999.0,yes
14418,14419,2025-02-01 00:00:00+00:00,0.0,325.2998268906725,1.0,1.0,0.0,-999.0,yes
14419,14420,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,-999.0,yes
14420,14421,2025-01-01 00:00:00+00:00,0.0,318.30950688804586,1.0,1.0,-99.0,,yes
14421,14422,2025-01-01 00:00:00+00:00,0.0,319.48644143945444,1.0,1.0,0.0,-999.0,yes
14422,14423,2025-02-01 00:00:00+00:00,0.0,289.71351230632337,2.0,1.0,0.0,,yes
14423,14424,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
14424,14425,2025-01-01 00:00:00+00:00,0.0,317.2723845388136,1.0,1.0,0.0,,yes
14425,14426,2025-02-01 00:00:00+00:00,0.0,277.3399170244791,1.0,1.0,0.0,,yes
14426,14427,2025-01-01 00:00:00+00:00,0.0,344.70893496975884,1.0,1.0,-99.0,1.0,yes
14427,14428,2025-02-01 00:00:00+00:00,0.0,279.0251913970574,1.0,1.0,0.0,0.0,yes
14428,14429,2025-01-01 00:00:00+00:00,0.0,301.85006952870447,1.0,1.0,0.0,,yes
14429,14430,2025-02-01 00:00:00+00:00,0.0,293.4074387856082,1.0,1.0,-99.0,,no
14430,14431,2025-02-01 00:00:00+00:00,0.0,266.2142384036161,3.0,1.0,-99.0,2.0,yes
14431,14432,2025-01-01 00:00:00+00:00,0.0,285.0844729165835,1.0,1.0,-99.0,-999.0,yes
14432,14433,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14433,14434,2025-01-01 00:00:00+00:00,0.0,288.6136401556715,1.0,1.0,0.0,,yes
14434,14435,2025-02-01 00:00:00+00:00,0.0,274.86505743488283,3.0,1.0,0.0,1.0,yes
14435,14436,2025-01-01 00:00:00+00:00,0.0,317.1175524137173,1.0,1.0,-99.0,,yes
14436,14437,2025-01-01 00:00:00+00:00,0.0,263.7436136881429,1.0,1.0,0.0,1.0,no
14437,14438,2025-01-01 00:00:00+00:00,0.0,343.3667190901052,1.0,1.0,0.0,0.0,yes
14438,14439,2025-02-01 00:00:00+00:00,0.0,314.89567443721376,1.0,1.0,0.0,,yes
14439,14440,2025-01-01 00:00:00+00:00,0.0,287.0713952343386,1.0,1.0,-99.0,-999.0,yes
14440,14441,2025-01-01 00:00:00+00:00,0.0,310.978449694904,1.0,1.0,-99.0,,no
14441,14442,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14442,14443,2025-01-01 00:00:00+00:00,0.0,312.2187672597845,0.0,1.0,0.0,,yes
14443,14444,2025-01-01 00:00:00+00:00,0.0,301.0963858677672,1.0,1.0,-99.0,,yes
14444,14445,2025-01-01 00:00:00+00:00,0.0,302.80308238870447,1.0,1.0,-99.0,-999.0,yes
14445,14446,2025-01-01 00:00:00+00:00,0.0,288.9821442045094,0.0,1.0,0.0,-999.0,yes
14446,14447,2025-01-01 00:00:00+00:00,0.0,275.60847218601384,1.0,1.0,0.0,6.0,yes
14447,14448,2025-01-01 00:00:00+00:00,0.0,282.84120752442897,1.0,1.0,0.0,1.0,yes
14448,14449,2025-02-01 00:00:00+00:00,0.0,340.059983511475,1.0,1.0,0.0,0.0,yes
14449,14450,2025-02-01 00:00:00+00:00,0.0,303.71504414998407,3.0,1.0,0.0,,yes
14450,14451,2025-02-01 00:00:00+00:00,0.0,284.9722537311476,1.0,1.0,0.0,2.0,yes
14451,14452,2025-02-01 00:00:00+00:00,0.0,348.3433966223493,1.0,1.0,-99.0,-999.0,yes
14452,14453,2025-01-01 00:00:00+00:00,0.0,231.968839667582,3.0,1.0,0.0,-999.0,no
14453,14454,2025-01-01 00:00:00+00:00,0.0,338.2673185389827,1.0,1.0,0.0,0.0,yes
14454,14455,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
14455,14456,2025-01-01 00:00:00+00:00,0.0,273.07214436183136,1.0,1.0,-99.0,-999.0,yes
14456,14457,2025-01-01 00:00:00+00:00,0.0,284.64315273217545,3.0,1.0,0.0,0.0,yes
14457,14458,2025-01-01 00:00:00+00:00,0.0,279.3150352486402,1.0,1.0,0.0,-999.0,yes
14458,14459,2025-02-01 00:00:00+00:00,0.0,308.04846872361924,1.0,1.0,0.0,0.0,yes
14459,14460,2025-01-01 00:00:00+00:00,0.0,273.4974878209716,1.0,1.0,-99.0,0.0,yes
14460,14461,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14461,14462,2025-01-01 00:00:00+00:00,0.0,272.1501698275685,2.0,1.0,0.0,-999.0,yes
14462,14463,2025-02-01 00:00:00+00:00,0.0,316.0870570035831,2.0,1.0,0.0,1.0,yes
14463,14464,2025-01-01 00:00:00+00:00,0.0,302.94742901618724,1.0,1.0,-99.0,-999.0,yes
14464,14465,2025-01-01 00:00:00+00:00,0.0,297.1015194395721,1.0,1.0,0.0,1.0,yes
14465,14466,2025-01-01 00:00:00+00:00,0.0,314.265016570095,1.0,1.0,0.0,1.0,yes
14466,14467,2025-01-01 00:00:00+00:00,0.0,300.8896073180164,1.0,1.0,0.0,2.0,yes
14467,14468,2025-02-01 00:00:00+00:00,0.0,325.0061950518265,1.0,1.0,-99.0,,yes
14468,14469,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
14469,14470,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,2.0,yes
14470,14471,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,no
14471,14472,2025-01-01 00:00:00+00:00,0.0,302.78955604487794,1.0,1.0,0.0,1.0,yes
14472,14473,2025-01-01 00:00:00+00:00,0.0,317.35905788735505,1.0,1.0,0.0,,yes
14473,14474,2025-01-01 00:00:00+00:00,0.0,305.95799069550594,1.0,1.0,-99.0,-999.0,no
14474,14475,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,-99.0,-999.0,no
14475,14476,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,-99.0,-999.0,yes
14476,14477,2025-01-01 00:00:00+00:00,0.0,295.8780152030741,1.0,1.0,0.0,1.0,no
14477,14478,2025-01-01 00:00:00+00:00,0.0,315.451686364472,1.0,1.0,-99.0,0.0,yes
14478,14479,2025-01-01 00:00:00+00:00,0.0,313.4220951437121,1.0,1.0,0.0,-999.0,yes
14479,14480,2025-02-01 00:00:00+00:00,0.0,332.1254585603429,1.0,1.0,0.0,,yes
14480,14481,2025-01-01 00:00:00+00:00,0.0,290.0208746341792,2.0,1.0,0.0,,no
14481,14482,2025-01-01 00:00:00+00:00,0.0,343.00440012894893,1.0,1.0,0.0,,yes
14482,14483,2025-01-01 00:00:00+00:00,0.0,266.0344312572547,1.0,1.0,0.0,,yes
14483,14484,2025-01-01 00:00:00+00:00,0.0,297.294363961835,1.0,1.0,0.0,-999.0,yes
14484,14485,2025-01-01 00:00:00+00:00,0.0,287.887712244472,1.0,1.0,-99.0,-999.0,yes
14485,14486,2025-01-01 00:00:00+00:00,0.0,300.9913813249536,1.0,1.0,0.0,-999.0,yes
14486,14487,2025-01-01 00:00:00+00:00,0.0,277.08621304179013,3.0,1.0,-99.0,,yes
14487,14488,2025-01-01 00:00:00+00:00,0.0,309.1030166231949,2.0,1.0,0.0,2.0,yes
14488,14489,2025-01-01 00:00:00+00:00,0.0,278.31345377599126,1.0,1.0,-99.0,1.0,yes
14489,14490,2025-01-01 00:00:00+00:00,0.0,313.2628814641397,1.0,1.0,-99.0,0.0,yes
14490,14491,2025-01-01 00:00:00+00:00,0.0,266.08446128534194,1.0,1.0,0.0,,yes
14491,14492,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14492,14493,2025-02-01 00:00:00+00:00,0.0,329.85716547427006,1.0,1.0,0.0,-999.0,yes
14493,14494,2025-01-01 00:00:00+00:00,0.0,314.3504085446309,1.0,1.0,0.0,,yes
14494,14495,2025-02-01 00:00:00+00:00,0.0,332.05296742472336,1.0,1.0,0.0,0.0,yes
14495,14496,2025-01-01 00:00:00+00:00,0.0,277.0585018213555,1.0,1.0,-99.0,-999.0,yes
14496,14497,2025-01-01 00:00:00+00:00,0.0,339.93517261991985,1.0,1.0,0.0,0.0,no
14497,14498,2025-01-01 00:00:00+00:00,0.0,328.8585383999553,1.0,1.0,0.0,,no
14498,14499,2025-02-01 00:00:00+00:00,0.0,322.9782947363142,1.0,1.0,0.0,,yes
14499,14500,2025-01-01 00:00:00+00:00,0.0,295.2624444510044,1.0,1.0,0.0,,no
14500,14501,2025-01-01 00:00:00+00:00,0.0,282.86009507959886,1.0,1.0,0.0,,yes
14501,14502,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,0.0,yes
14502,14503,2025-01-01 00:00:00+00:00,0.0,286.1773094884037,2.0,1.0,0.0,,yes
14503,14504,2025-02-01 00:00:00+00:00,0.0,333.89146453240653,1.0,1.0,-99.0,-999.0,yes
14504,14505,2025-02-01 00:00:00+00:00,0.0,306.30070333444417,1.0,1.0,0.0,2.0,yes
14505,14506,2025-01-01 00:00:00+00:00,0.0,326.9684466309356,1.0,1.0,-99.0,0.0,yes
14506,14507,2025-02-01 00:00:00+00:00,0.0,274.2709217070216,1.0,1.0,0.0,,yes
14507,14508,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,0.0,yes
14508,14509,2025-01-01 00:00:00+00:00,0.0,317.37501384291124,1.0,1.0,-99.0,,yes
14509,14510,2025-01-01 00:00:00+00:00,0.0,265.3889648178468,2.0,1.0,-99.0,2.0,yes
14510,14511,2025-01-01 00:00:00+00:00,0.0,308.7853188075874,1.0,1.0,-99.0,0.0,yes
14511,14512,2025-02-01 00:00:00+00:00,0.0,297.64278975361015,0.0,1.0,0.0,,yes
14512,14513,2025-01-01 00:00:00+00:00,0.0,285.8992680198266,1.0,1.0,0.0,,yes
14513,14514,2025-02-01 00:00:00+00:00,0.0,285.50883109390765,1.0,1.0,0.0,,yes
14514,14515,2025-02-01 00:00:00+00:00,0.0,298.75707522126606,1.0,1.0,-99.0,,yes
14515,14516,2025-01-01 00:00:00+00:00,0.0,304.37199678314084,1.0,1.0,-99.0,0.0,yes
14516,14517,2025-02-01 00:00:00+00:00,0.0,319.68970731851834,0.0,1.0,0.0,-999.0,yes
14517,14518,2025-01-01 00:00:00+00:00,0.0,277.8220783548076,1.0,1.0,0.0,,yes
14518,14519,2025-02-01 00:00:00+00:00,0.0,299.8115188414326,1.0,1.0,0.0,,yes
14519,14520,2025-02-01 00:00:00+00:00,0.0,284.03900824421567,2.0,1.0,0.0,,no
14520,14521,2025-01-01 00:00:00+00:00,0.0,309.15771749817736,2.0,1.0,0.0,,no
14521,14522,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,-999.0,yes
14522,14523,2025-01-01 00:00:00+00:00,0.0,290.53144502222415,1.0,1.0,0.0,,yes
14523,14524,2025-02-01 00:00:00+00:00,0.0,303.76492819172233,1.0,1.0,0.0,3.0,yes
14524,14525,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,2.0,no
14525,14526,2025-01-01 00:00:00+00:00,0.0,333.09777368179977,1.0,1.0,0.0,0.0,yes
14526,14527,2025-01-01 00:00:00+00:00,0.0,322.15369002186526,1.0,1.0,0.0,,-999
14527,14528,2025-02-01 00:00:00+00:00,0.0,290.3768673605639,1.0,1.0,0.0,1.0,yes
14528,14529,2025-01-01 00:00:00+00:00,0.0,250.12326274567053,1.0,1.0,0.0,,yes
14529,14530,2025-02-01 00:00:00+00:00,0.0,313.024832499039,1.0,1.0,0.0,-999.0,no
14530,14531,2025-02-01 00:00:00+00:00,0.0,336.83777549418363,1.0,1.0,-99.0,,yes
14531,14532,2025-01-01 00:00:00+00:00,0.0,307.4540014690897,2.0,1.0,-99.0,,yes
14532,14533,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,-999.0,yes
14533,14534,2025-01-01 00:00:00+00:00,0.0,286.8566089724384,1.0,1.0,0.0,0.0,yes
14534,14535,2025-01-01 00:00:00+00:00,0.0,312.0002320044005,2.0,1.0,0.0,,yes
14535,14536,2025-01-01 00:00:00+00:00,0.0,311.7754188994571,0.0,1.0,0.0,-999.0,yes
14536,14537,2025-02-01 00:00:00+00:00,0.0,300.2201857302736,1.0,1.0,0.0,-999.0,yes
14537,14538,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,0.0,yes
14538,14539,2025-01-01 00:00:00+00:00,0.0,330.9891494634797,1.0,1.0,0.0,-999.0,yes
14539,14540,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,-999.0,yes
14540,14541,2025-01-01 00:00:00+00:00,0.0,297.6414676674395,1.0,1.0,0.0,-999.0,yes
14541,14542,2025-01-01 00:00:00+00:00,1.0,262.61030718526064,2.0,1.0,0.0,,yes
14542,14543,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,yes
14543,14544,2025-01-01 00:00:00+00:00,0.0,303.4489320424713,3.0,1.0,0.0,,yes
14544,14545,2025-01-01 00:00:00+00:00,0.0,347.6485616026857,1.0,1.0,-99.0,0.0,yes
14545,14546,2025-01-01 00:00:00+00:00,0.0,307.4465099355147,1.0,1.0,0.0,-999.0,yes
14546,14547,2025-02-01 00:00:00+00:00,0.0,321.8231272675619,1.0,1.0,-99.0,,yes
14547,14548,2025-01-01 00:00:00+00:00,0.0,204.8043684084537,1.0,1.0,0.0,,yes
